eventid,iyear,imonth,iday,extended,provstate,city,latitude,longitude,location,summary,multiple,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,new_target,natlty1_txt,gname,,motive,claimmode_txt,weaptype1_txt,weapsubtype1_txt,,weapdetail,nkill,nwound,nkillter,nwoundte,property,propextent,propextent_txt,propvalue,propcomment
2.02E+11,2015,3,24,0,Galguduud,Ceel Buur district,4.683333,46.616667,,"03/24/2015: An explosives-laden vehicle was seized by security forces before it could be detonated in Ceel Buur, Galguduud, Somalia. No group claimed responsibility for the attack.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,"The specific motive is unknown; however, sources noted that the Somali President visited Galgaduud region earlier that day.",,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,0,,,,
2.02E+11,2015,3,27,0,Banaadir,Mogadishu,2.059818,45.326114,,"03/27/2015: An explosives-laden vehicle was seized by security forces before it could be detonated in Mogadishu, Banaadir region, Somalia. No group claimed responsibility for the attack.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,0,,,,
2.02E+11,2015,7,20,0,Baay,Baydhaba,3.115641,43.646581,,"07/20/2015: Security forces apprehended three assailants who were planting landmines in Baydhabo town, Bay region, Somalia. No casualties were reported. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,Roadside landmines were used in the attack.,0,0,0,0,0,,,,
2.02E+11,2015,8,3,0,Gedo,Bardere,2.349308,42.280336,,"08/03/2015: Security forces discovered and defused an unknown number of explosive devices in Baardheere town, Gedo region, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,Landmines planted inside a town were used in the attack.,0,0,0,0,0,,,,
2.02E+11,2015,8,31,0,Hiiraan,Halgan,4.210529,45.560488,,"08/31/2015: Several explosive devices were discovered and defused in Halgan village, Hiiraan region, Somalia. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,An unspecified number of roadside landmines were used in the attack.,0,0,0,0,0,,,,
2.02E+11,2015,9,15,0,Gedo,Bardere,2.349308,42.280336,,"09/15/2015: An explosive device detonated as it was being defused in Bardere, Gedo region, Somalia. At least one soldier was killed in the blast. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Landmine,Landmine,A roadside landmine was used in the attack.,1,0,0,0,0,,,,
2.02E+11,2016,3,9,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the 21st of October area.,"03/09/2016: Assailants detonated an explosives laden-tricycle when confronted by security forces in Mogadishu, Banaadir, Somalia. No casualties were reported in the blast. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,Somalia,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,An explosives-laden tuk-tuk taxi was used in the attack.,0,0,0,0,-9,,,,
2.02E+11,2016,3,13,0,Shabeellaha Hoose,Barawe,1.114228,44.028704,,"03/13/2016: An assailant, armed with grenades and a detonator, was shot and killed by security forces in Barawe, Lower Shebelle, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Grenade,Grenade,,1,0,1,0,0,,,,
2.02E+11,2016,4,4,0,Banaadir,Mogadishu,2.059818,45.326114,,"04/04/2016: An explosives-laden vehicle was discovered and defused in Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident.",0,0,1,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,0,,,,
2.02E+11,2016,5,10,0,Jubbada Hoose,Kismayo,-0.357847,42.546652,,"05/10/2016: Security forces discovered and defused an explosive device planted near a community center in Kismayo, Lower Juba, Somalia. No group claimed responsibility for the attempted attack; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,,0,0,0,0,0,,,,
2.02E+11,2016,5,10,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Xamar Weyne neighborhood.,"05/10/2016: Security forces discovered and defused an explosives-laden vehicle in Mogadishu, Banaadir, Somalia. No group claimed responsibility for the attempted attack.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,0,,,,
2.02E+11,2016,5,25,0,Bari,Galgala,10.989985,49.056877,,"05/25/2016: An explosive device detonated as security forces attempted to defuse it in Galgala, Bari, Somalia. At least two soldiers were killed and three soldiers were wounded in the blast. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Landmine,Landmine,,2,3,0,0,0,,,,
2.02E+11,2016,6,19,0,Banaadir,Mogadishu,2.059818,45.326114,,"06/19/2016: A suicide bomber detonated an explosives-laden motorcycle prematurely in Mogadishu, Banaadir, Somalia. The bomber was identified and chased by security forces, leading to the premature detonation. Aside from the death of the bomber, there were no reported casualties in the blast. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",0,1,1,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Suicide Vehicle,Suicide Vehicle,An explosives-laden motorcycle was used in the attack.,1,0,1,0,0,,,,
2.02E+11,2016,7,2,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in Hodan neighborhood.,"07/02/2016: An explosives-laden vehicle was discovered and defused in Hodan neighborhood, Mogadishu, Banaadir, Somalia. No group claimed responsibility for the attack.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,0,,,,
2.02E+11,2016,7,13,0,Shabeellaha Hoose,Ceelasha Biyaha,2.082062,45.207493,,"07/13/2016: Security forces intercepted a suicide bomber driving an explosives-laden vehicle in Ceelasha Biyaha, Lower Shebelle, Somalia. The assailant was arrested and the vehicle was defused. No group claimed responsibility for the incident.",0,0,1,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,0,,,,
2.02E+11,2016,7,23,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Bondhere neighborhood.,"07/23/2016: An explosives-laden vehicle was discovered and defused in Bondhere neighborhood, Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,0,,,,
2.02E+11,2016,9,11,0,Jubbada Hoose,Bulo Xaaji,-0.630239,41.984516,,"09/11/2016: Security forces identified and arrested three assailants who were planting an explosive device near Bulo Xaaji, Lower Juba, Somalia. No group claimed responsibility for the incident; however, sources identified the assailants as members of Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,,0,0,0,0,0,,,,
2.02E+11,2016,10,13,0,Banaadir,Mogadishu,2.085781,45.402717,The incident occurred in Heliwaa neighborhood.,"10/13/2016: An explosive device detonated as it was being planted in Mogadishu, Banaadir, Somalia. At least two assailants were killed in the blast. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,,2,0,2,0,0,,,,
2.02E+11,2016,12,16,0,Jubbada Hoose,Kismayo,-0.357847,42.546652,The incident occurred in the outskirts of Kismayo.,"12/16/2016: Assailants stole approximately 500 camels from the outskirts of Kismayo, Lower Juba, Somalia. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,0,Facility/Infrastructure Attack,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,"The specific motive is unknown; however, sources suspected that the attack was carried out in response to locals' support of the government.",,Unknown,,0,,0,0,0,0,1,4,Unknown,-99,At least 500 camels were stolen in this attack.
2.02E+11,2017,2,7,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Hodan neighborhood.,"02/07/2017: Assailants threw a grenade at Dabka junction in Hodan neighborhood, Mogadishu, Somalia. There were no reported casualties in the blast. This was one of four related projectile attacks in different Mogadishu neighborhoods on the same day. No group claimed responsibility for the incident.",1,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Grenade,Grenade,,0,0,0,0,0,,,,
2.02E+11,2017,2,24,0,Shabeellaha Dhexe,Biyo Cadde district,2.936251,45.79144,The incident occurred 23 km from Biyo Cadde.,"02/24/2017: An explosive device detonated prematurely while being planted in Biyo Cadde district, Middle Shebelle, Somalia. At least three assailants were killed in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,,3,0,3,0,0,,,,
2.02E+11,2017,3,13,0,Jubbada Hoose,Kismayo,-0.357847,42.546652,The incident occurred in the Calanley neighborhood.,"03/13/2017: A suicide bomber's explosives detonated prematurely in Kismaayo, Lower Juba, Somalia. The assailant was killed in the blast. No group claimed responsibility for the incident.",0,1,1,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vest,Suicide Vest,,1,0,1,0,0,,,,
2.02E+11,2017,3,14,0,Gedo,Beled Hawo,3.926858,41.877171,The incident occurred in Dolow district.,"03/14/2017: Security forces identified and intercepted assailants planting an explosive device in Beled Hawo, Gedo, Somalia. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,A roadside bomb and firearms were used in the attack.,0,0,0,0,0,,,,
2.02E+11,2017,3,27,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred on Industrial Road.,"03/27/2017: An explosive device detonated prematurely as assailants were planting it in Mogadishu, Somalia. Three assailants were killed in the blast. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Remote Trigger,Remote Trigger,A remote-controlled roadside bomb was used in the attack.,3,0,3,0,0,,,,
2.02E+11,2017,4,28,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Wadajir neighborhood.,"04/28/2017: Authorities identified and killed an assailant driving an explosives-laden vehicle in Wadajir neighborhood, Mogadishu, Somalia. No group claimed responsibility for the incident.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,Somalia,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,1,0,1,0,0,,,,
2.02E+11,2017,5,17,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Hawo Tawo area of Wadajir neighborhood.,"05/17/2017: Security forces intercepted an explosives-laden vehicle in Hawo Tawo area, Mogadishu, Somalia. The vehicle detonated while being defused, killing at least three soldiers. Al-Shabaab claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,Personal claim,Explosives,Suicide Vehicle,Suicide Vehicle,A remote-controlled explosives-laden vehicle was used in the attack.,3,0,0,0,-9,,,,
2.02E+11,2017,5,15,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Xamar Weyne neighborhood.,"05/15/2017: Security forces identified and arrested two assailants driving an explosives-laden vehicle in Xamar Weyne neighborhood, Mogadishu, Somalia. The vehicle later detonated, but there were no reported casualties in the blast. No group claimed responsibility for the incident; however, sources attributed the attempted to attack to Al-Shabaab.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,-9,,,,
2.02E+11,2017,5,31,0,Banaadir,Mogadishu,2.059818,45.326114,,"05/31/2017: An explosives-laden vehicle detonated in Mogadishu, Banaadir, Somalia. There were no reported casualties in the blast. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,0,,,,
2.02E+11,2017,6,6,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred near the Somali International University of the city,"06/06/2017: An explosive device detonated near Somali International University in Mogadishu, Somalia. There were no reported casualties in the blast. No group claimed responsibility for the attack.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,A roadside bomb was used in the attack.,0,0,0,0,-9,,,,
2.02E+11,2017,7,24,0,Banaadir,Mogadishu,2.133346,45.300138,The incident occurred along Kilometer 13 just outside of the city.,"07/24/2017: Security forces discovered and defused an explosive device along Kilometer 13 near Mogadishu, Somalia. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,A roadside landmine was used in the attack.,0,0,0,0,0,,,,
2.02E+11,2017,9,18,0,Bari,Boosaaso,11.274795,49.179656,,"09/18/2017: Security forces discovered and safely detonated an explosive device in Bosaso, Bari, Somalia. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,"The specific motive is unknown; however, sources noted that the attack occurred while Puntland President Abdiweli Mohamed Ali was visiting Bossasso, Somalia.",,Explosives,Unknown Explosive Type,Unknown Explosive Type,An explosive device planted inside a small container was used in the attack.,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.
2.02E+11,2017,10,11,0,Hiiraan,Durdur,4.632215,45.29042,The incident occurred 40 kilometers from Beledweyne.,"10/11/2017: An explosives-laden vehicle detonated prematurely in Durdur, Hiiraan, Somalia. Seven assailants were killed in the blast. No group claimed responsibility; however, sources attributed the attempted attack to Al-Shabaab.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Suicide Vehicle,Suicide Vehicle,An explosives-laden Toyota Noah was used in the attack.,7,0,7,0,0,,,,
2.02E+11,2017,10,22,0,Shabeellaha Hoose,Ceelasha Biyaha,2.082062,45.207493,,"10/22/2017: Security forces discovered and defused two explosive devices in Ceelasha Biyaha, Lower Shebelle, Somalia. No group claimed responsibility for the incident.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Landmine,Landmine,Two landmines were used in the attack.,0,0,0,0,0,,,,
2.02E+11,2017,10,31,0,Shabeellaha Dhexe,Daniga,2.339991,45.322863,The incident occurred to the west of Balcad.,"10/31/2017: An explosive device detonated prematurely while being planted in Daniga, Middle Shebelle, Somalia. At least four assailants were killed in the blast. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Al-Shabaab.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,,4,0,4,0,0,,,,
2.02E+11,2017,11,24,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred at the Zoobe junction.,"11/24/2017: An explosive device detonated at the Zoobe junction in Mogadishu, Somalia. There were no reported casualties in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,,0,0,0,0,0,,,,
2.02E+11,2017,12,12,0,Bari,Boosaaso,11.119321,49.1593,The incident occurred between Bosaso and Galgala.,"12/12/2017: An explosive device detonated while being defused in Bosaso district, Bari, Somalia. A bomb disposal officer was killed in the blast. Al-Shabaab claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,Personal claim,Explosives,Unknown Explosive Type,Unknown Explosive Type,A roadside bomb was used in the attack.,1,0,0,0,0,,,,
2.02E+11,2017,12,11,0,Banaadir,Mogadishu,2.059818,45.326114,,"12/11/2017: Security forces discovered and defused an explosives-laden vehicle in Mogadishu, Somalia. No group claimed responsibility; however, sources attributed the attempted attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,0,,,,
2.02E+11,2017,12,12,0,Shabeellaha Hoose,Merca district,1.876079,44.829648,The incident occurred 65 kilometers southwest of Mogadishu.,"12/12/2017: An explosives-laden vehicle was identified and destroyed by a United States airstrike in Merca district, Lower Shebelle, Somalia. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,0,,,,
2.02E+11,2018,1,2,0,Shabeellaha Hoose,Afgoye district,2.113549,44.851587,The incident occurred 30 kilometers west of Afgoye.,"01/02/2018: Security forces identified and destroyed an explosives-laden vehicle in Afgoye district, Lower Shebelle, Somalia. Two assailants were killed in the blast. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Suicide Vehicle,Suicide Vehicle,An explosives-laden minibus was used in the attack.,2,0,2,0,0,,,,
2.02E+11,2018,2,6,0,Bari,Boosaaso,11.274795,49.179656,The incident occurred in the Bosaso district.,"02/06/2018: An explosive device detonated in a neighborhood in Bosaso, Bari, Somalia. There were no reported casualties in the blast. This was one of two related bombings in Bosaso on this date; this first blast was intended to draw first responders to the scene. Al-Shabaab claimed responsibility for the attacks.",1,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,Unknown,Explosives,Unknown Explosive Type,Unknown Explosive Type,,0,0,0,0,0,,,,
2.02E+11,2018,2,6,0,Hiiraan,Beledweyne,4.73538,45.202402,The incident occurred in the Beledweyne district.,"02/06/2018: An explosive device detonated prematurely while being planted near Beledweyne, Hiiraan, Somalia. One assailant was killed in the blast. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,,1,0,1,0,0,,,,
2.02E+11,2018,3,26,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred along 21 October Road in the Daynile neighborhood.,"03/26/2018: An explosive device detonated along 21 October Road in Daynile neighborhood, Mogadishu, Somalia. There were no reported casualties in the blast. No group claimed responsibility for the attack.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Landmine,Landmine,,0,0,0,0,-9,,,,
2.02E+11,2018,4,18,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred at the Carafaat intersection in the Yaqshid neighborhood.,"04/18/2018: Security forces intercepted four assailants attempting to carry out an attack in Yaqshid neighborhood, Mogadishu, Somalia. One assailant was killed and three people, including one assailant and two soldiers, were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,0,Armed Assault,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Grenade,Grenade,Hand grenades and pistols were used in the attack.,1,3,1,1,0,,,,
2.02E+11,2018,4,24,0,Banaadir,Mogadishu,2.059818,45.326114,,"04/24/2018: Security forces identified and arrested an assailant planting an explosive device in Mogadishu, Somalia. The assailant, Jama' Hussein Hassan, claimed responsibility for the incident and confessed to being a member of Jabha East Africa.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Jabha East Africa,,,Personal claim,Explosives,Unknown Explosive Type,Unknown Explosive Type,A roadside bomb was used in the attack.,0,0,0,0,0,,,,
2.02E+11,2018,4,11,0,Unknown,Unknown,,,,"04/11/2018: Security forces identified and destroyed an explosives-laden vehicle at an unknown location in Somalia. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,0,,,,
2.02E+11,2018,5,17,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Hawl Wadag neighborhood of the city,"05/17/2018: Assailants fired mortars that landed near the Presidential Palace in Hawl Wadag, Mogadishu, Somalia. This was one of three related mortar attacks in Mogadishu on this date. A civilian was killed across the attacks. No group claimed responsibility; however, sources attributed the incidents to Al-Shabaab.",1,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","Projectile (rockets, mortars, RPGs, etc.)",Mortars,0,0,0,0,-9,,,,
2.02E+11,2018,5,17,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Dagmada Xamar Weyne neighborhood.,"05/17/2018: Assailants fired mortars into Dagmada Xamar Weyne, Mogadishu, Somalia. This was one of three related mortar attacks in Mogadishu on this date. A civilian was killed across the attacks. No group claimed responsibility; however, sources attributed the incidents to Al-Shabaab.",1,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","Projectile (rockets, mortars, RPGs, etc.)",Mortars,0,0,0,0,-9,,,,
2.02E+11,2018,7,23,0,Jubbada Hoose,Bulo Gaduud,-0.074476,42.572021,The incident occurred between Wirkooy and Bulo Gaduud.,"07/23/2018: Security forces discovered and defused an explosive device between the villages of Wirkooy and Bulo Gaduud in Lower Juba, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,A roadside mine was used in the attack.,0,0,0,0,0,,,,
2.02E+11,2018,7,31,0,Hiiraan,Bulobarde,3.889796,45.585585,The incident occurred near the airstrip north of the city.,"07/31/2018: Security forces were discovered and defused near the airstrip north of Bulobarde, Hiiraan, Somalia. There were no reported casualties. Al-Shabaab claimed responsibility for the attack.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,"Posted to website, blog, etc.",Explosives,Landmine,Landmine,,0,0,0,0,-9,,,,
2.02E+11,2018,9,1,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Darkheynley neighborhood of the city.,"09/01/2018: An explosives-laden vehicle detonated as soldiers were attempting to defuse it in Darkheynley, Mogadishu, Somalia. Two soldiers were wounded in the blast. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,2,0,0,-9,,,,
2.02E+11,2018,10,5,0,Banaadir,Mogadishu,2.65845,45.324062,The incident occurred in the Warta Nabada area of the city.,"10/05/2018: An explosive device detonated at an intersection in Warta Nabada, Mogadishu, Somalia. The outcome of the blast is unknown. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,,,,0,0,-9,,,,
2.02E+11,2018,11,1,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred along Maka al-Mukarama road.,"11/01/2018: An explosives-laden vehicle detonated along Maka al-Mukarama road in Mogadishu, Somalia. There were no reported casualties. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,0,0,0,0,-9,,,,
2.02E+11,2018,12,3,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Northwest neighborhood of the city.,"12/03/2018: Security forces discovered and defused two explosive devices in northwest Mogadishu, Somalia. Jabha East Africa claimed responsibility for the incident.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Jabha East Africa,,,"Posted to website, blog, etc.",Explosives,Unknown Explosive Type,Unknown Explosive Type,,0,0,0,0,0,,,,
2.02E+11,2019,1,18,0,Baay,Baydhaba,3.115641,43.646581,,"01/18/2019: A grenade detonated in Baidoa, Bay region, Somalia. There were no reported casualties. No group claimed responsibility for the attack.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Grenade,Grenade,,0,0,0,0,0,,,,
2.02E+11,2019,1,3,0,Hiiraan,Beledweyne,4.73538,45.202402,,"01/03/2019: Security forces discovered and defused an explosive device in central Beledweyne, Hiiraan, Somalia. This was one of two explosive devices discovered and defused in Beledweyne on this date. No group claimed responsibility for the incident.",1,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,A roadside bomb was used in the attack.,0,0,0,0,0,,,,
2.02E+11,2019,2,23,0,Gedo,Ceel Cadde district,3.036862,41.867205,,"02/23/2019: An explosives-laden vehicle carrying assailants intending to carry out an attack detonated prematurely in Ceel Cadde district, Gedo, Somalia. At least 10 assailants were killed in the blast. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Suicide Vehicle,Suicide Vehicle,An explosives-laden pickup truck was used in the attack.,10,0,10,0,0,,,,
2.02E+11,2019,2,10,0,Jubbada Hoose,Muusa Xaaji,0.017435,42.668528,The incident occurred between Muusa Xaaji and Araare.,"02/10/2019: Security forces discovered and safely defused four explosive devices planted along the road between Muusa Xaaji and Araare in Lower Juba, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,,0,0,0,0,0,,,,
2.02E+11,2019,3,7,0,Hiiraan,Beledweyne,4.73538,45.202402,,"03/07/2019: Security forces identified and opened fire on an assailant attempting to plant explosive devices along a road in Beledweyne, Hiiraan Somalia. The assailant was killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,A roadside bomb was used in the attack.,1,0,1,0,0,,,,
